ID,2014,2015,2016,2017,2018,2019
17097,704359,704687,704401,702825,700455,697134
17099,111650,111015,110176,109590,109136,108517
17101,16564,16467,16176,16025,15816,15665
17103,34912,34521,34499,34533,34281,34061
17105,37043,36615,36104,36080,35630,35557
17107,29660,29286,29167,29035,28873,28633
17109,31811,31461,30938,30419,30091,29792
17111,307425,307595,307142,307842,308145,307439
17113,174166,173222,173157,172769,172368,171272
17115,108562,107398,106411,105474,104529,104012
17117,46216,45887,45708,45521,45342,45079
17119,266662,266112,265773,265516,264481,263609
17121,38573,38381,38057,37757,37453,37309
17123,11966,11925,11887,11667,11485,11463
17125,14102,13862,13677,13672,13520,13387
17127,14756,14568,14461,14298,14037,13772
17129,12513,12364,12431,12311,12297,12198
17131,15902,15748,15611,15618,15572,15490
17133,33608,33811,34037,34261,34446,34738
17135,29450,29196,29057,28781,28705,28401
17137,34684,34693,34654,34275,34052,33679
17139,14754,14747,14610,14704,14662,14464
17141,51944,51572,51174,51021,50802,50660
17143,187572,186552,185116,182657,180773,179359
17145,21543,21522,21407,21292,21163,20935
17147,16414,16356,16511,16427,16375,16391
17149,15953,15794,15757,15669,15614,15574
17151,4382,4302,4189,4193,4183,4176
17153,5802,5662,5604,5531,5426,5309
17155,5831,5729,5702,5696,5740,5745
17157,33088,32754,32368,32258,32161,31725
17159,16019,15952,15819,15842,15700,15519
17161,147090,146161,144977,143824,142522,141775
17163,266061,265008,263482,262881,261631,259889
17165,24496,24495,24217,23968,23769,23540
17167,199252,198973,198085,197163,195802,194882
17169,7262,7150,7040,6984,6896,6829
17171,5171,5112,5053,4983,4952,4974
17173,22102,21819,21734,21773,21685,21625
17175,5602,5508,5523,5459,5407,5312
17177,46280,45680,45512,44998,44702,44371
17179,135392,134350,134004,133525,132465,131848
17181,17404,17285,17120,16982,16853,16693
17183,79811,79209,78503,77722,76703,75736
17185,11604,11627,11518,11466,11407,11370
17187,17705,17448,17283,17133,16979,16816
17189,14389,14259,14176,13960,14010,13926
17191,16610,16534,16573,16435,16311,16196
17193,14265,14204,14081,13898,13642,13574
17195,57037,56943,56505,56009,55532,55215
17197,685123,685825,688330,690356,690934,690176
17199,67439,67457,67504,67076,67017,66633
17201,288770,287237,286171,284658,283588,282465
17203,39068,38949,38934,38676,38461,38353
18000,6596019,6611442,6637898,6662068,6698481,6731010
18001,34771,34962,35216,35409,35565,35688
18003,365254,367508,369526,371803,375076,379006
18005,80546,81516,82373,82455,83062,84063
18007,8724,8698,8659,8637,8677,8763
18009,12342,12237,12109,12019,11934,11787
18011,61663,63080,64274,65833,66999,67915
18013,14953,15003,15017,15025,15244,15066
18015,19958,19891,19966,20074,20208,20211
18017,38482,38079,37927,37827,37885,37610
18019,114082,114887,115660,116648,117287,118191
18021,26439,26406,26218,26176,26215,26301
18023,32461,32372,32156,32155,32113,32298
18025,10669,10556,10569,10532,10585,10593
18027,32671,32819,33000,33127,33314,33439
18029,49448,49491,49468,49634,49560,49573
18031,26411,26338,26569,26627,26685,26472
18033,42442,42511,42671,42830,43231,43561
18035,116528,115814,115696,115268,114118,113769
18037,42306,42329,42463,42520,42568,42578
18039,201446,203022,203626,204279,205588,206268
18041,23443,23389,23246,23138,23026,23038
18043,76138,76559,76801,77043,77870,78601
18045,16697,16543,16464,16442,16439,16425
18047,22993,22953,22774,22702,22752,22763
18049,20522,20346,20150,20022,20113,20042
18051,33733,33656,33669,33730,33622,33709
18053,68381,67543,66731,66373,66112,65836
18055,32654,32428,32231,32194,32124,32117
18057,302921,308623,316221,323225,330635,337955
18059,71773,72441,73790,75040,76521,78159
18061,39175,39537,39669,39797,40258,40552
18063,155906,157848,160459,163637,166759,169924
18065,48887,48662,48349,48178,48205,48025
18067,82633,82378,82395,82302,82339,82660
18069,36624,36535,36313,36253,36249,36544
18071,43719,43892,43991,43942,44049,44179
18073,33523,33498,33414,33439,33356,33516
18075,21135,21135,21021,20879,20721,20446
18077,32412,32305,32259,32031,32169,32265
18079,27930,27847,27682,27686,27650,27662
18081,147129,149021,151621,153879,156301,158332
18083,37979,37784,37367,37070,36602,36603
18085,78384,78562,78764,79121,79467,79438
18087,38436,38620,39122,39247,39425,39771
18089,491259,488195,486381,484834,484918,486244
18091,111774,110884,110331,109958,110134,110044
18093,45653,45571,45560,45595,45690,45419
18095,129773,129436,129360,129465,129509,129416
18097,936178,940152,946050,951247,959370,963829
18099,46935,46746,46629,46434,46311,46197
18101,10245,10222,10195,10188,10204,10179
18103,36088,36023,36047,35903,35652,35488
18105,143554,144432,145936,146840,147411,148178
18107,38158,38255,38240,38343,38251,38275
18109,69509,69576,69653,69835,70108,70403
18111,14093,13978,14009,14036,13979,13972
18113,47372,47514,47432,47379,47649,47907
18115,5965,5888,5905,5867,5880,5908
18117,19767,19628,19470,19413,19567,19657
18119,21016,20823,20898,20779,20879,20881
18121,17239,16974,16938,16902,16955,16893
18123,19343,19323,19008,19010,19100,19184
18125,12485,12399,12371,12302,12384,12383
18127,167242,167439,167616,168568,169647,170599
18129,25608,25621,25626,25563,25529,25408
18131,12911,12801,12613,12529,12502,12379
18133,37464,37397,37151,37409,37494,37566
18135,25333,25139,25091,24917,24736,24533
18137,28343,28375,28412,28432,28526,28465
18139,16846,16709,16628,16642,16635,16605
18141,268023,268567,270042,270219,270961,271695
18143,23645,23670,23700,23810,23773,23855
18145,44359,44343,44241,44378,44535,44771
18147,20764,20644,20496,20441,20385,20273
18149,22960,22864,23023,22946,22953,23011
18151,34506,34489,34372,34422,34570,34759
18153,20994,20874,20695,20690,20673,20601
18155,10565,10616,10650,10689,10757,10815
18157,184542,186858,190475,191334,193705,194881
18159,15406,15250,15161,15148,15100,15133
18161,7252,7201,7162,7199,7086,7135
18163,182010,181600,181536,181031,181165,181561
18165,15661,15597,15588,15507,15508,15493
18167,107989,107615,107871,107648,107438,106958
18169,32117,31883,31569,31401,31210,31028
18171,8340,8272,8166,8203,8268,8262
18173,60986,61563,62046,62433,62443,62851
18175,27895,27784,27719,27780,27936,28063
18177,67427,67044,66723,66307,66131,65943
18179,27817,27854,27863,27934,27982,28131
18181,24436,24279,24105,24178,24168,24197
18183,33449,33451,33479,33732,34036,33868
19000,3110643,3122541,3133210,3143734,3149900,3159596
19001,7365,7142,7006,7047,7028,7102
19003,3874,3752,3690,3655,3628,3602
19005,14067,13881,13847,13812,13832,13671
19007,12678,12587,12515,12367,12467,12525
19009,5768,5707,5625,5550,5482,5491
19011,25620,25608,25634,25651,25546,25544
19013,133433,133764,133144,132278,131769,131089
19015,26303,26468,26434,26498,26356,26338
19017,24678,24755,24796,24861,25022,25170
19019,21135,21110,20999,21133,21140,21148
19021,20608,20373,20327,20154,19807,19690
19023,14958,14880,14694,14593,14516,14404
19025,9845,9801,9808,9730,9653,9616
19027,20495,20421,20362,20256,20101,20118
19029,13394,13354,13198,13155,12959,12822
19031,18278,18257,18351,18488,18508,18541
19033,43224,43006,43107,43030,42643,42477
19035,11803,11488,11386,11315,11281,11231
19037,12250,12152,12098,12008,11965,11943
19039,9192,9213,9293,9395,9489,9382
19041,16483,16498,16301,16151,16167,16094
19043,17771,17726,17657,17647,17515,17497
19045,47921,47593,47285,46926,46506,46559
19047,17156,17069,17107,17065,17081,16903
19049,77758,80658,84278,87219,89999,93631
19051,8755,8774,8893,8969,8967,9006
19053,8216,8145,8061,7956,7901,7852
19055,17397,17395,17289,17139,17115,17057
19057,40127,39909,39719,39400,39259,39051
19059,16845,17009,17135,17167,17159,17290
19061,96544,96934,96819,97162,96961,97432
19063,9830,9708,9588,9428,9276,9224
19065,20288,20143,19858,19680,19643,19575
19067,16008,15920,15870,15778,15784,15655
19069,10433,10318,10173,10150,10081,10082
19071,7029,6910,6945,6927,6956,6917
19073,9127,8947,9011,8959,8971,8881
19075,12388,12402,12303,12296,12268,12227
19077,10690,10653,10661,10652,10719,10741
19079,15222,15220,15090,15034,14887,14797
19081,11043,11029,10887,10762,10726,10664
19083,17338,17257,17193,17076,16965,16809
19085,14268,14145,14051,14116,14086,14034
19087,19846,19862,19842,20056,20015,19835
19089,9357,9322,9261,9235,9185,9146
19091,9641,9562,9530,9568,9520,9499
19093,6971,6967,6960,6864,6829,6822
19095,16325,16293,16202,16139,16150,16146
19097,19430,19363,19406,19377,19375,19375
19099,36891,36762,36722,36997,37121,37171
19101,17795,17913,18027,18108,18102,18180
19103,142874,145114,147167,149703,151003,152480
19105,20553,20435,20385,20610,20627,20634
19107,10282,10169,10171,10144,10221,10192
19109,15221,15150,15104,14935,14834,14769
19111,35077,34916,34441,34239,33929,33641
19113,218223,220392,222299,224553,226060,227241
19115,11254,11289,11219,11203,11135,11059
19117,8633,8609,8565,8537,8590,8561
19119,11709,11755,11800,11791,11849,11806
19121,15620,15727,15800,16005,16140,16273
19123,22466,22417,22325,22422,22203,22429
19125,33280,33123,33157,33107,33251,33280
19127,40712,40340,40122,40051,39879,39472
19129,14763,14885,15041,15060,15122,15124
19131,10694,10670,10650,10544,10536,10565
19133,8898,8865,8779,8721,8649,8626
19135,7952,7919,7835,7782,7738,7681
19137,10386,10153,10135,10119,9976,9917
19139,43032,43069,42942,42825,42784,42571
19141,14045,13927,13921,13777,13806,13796
19143,6231,6161,6089,6024,6020,5961
19145,15487,15466,15343,15253,15227,15129
19147,9120,9137,9032,9045,8910,8873
19149,24918,24912,25207,25053,25024,25200
19151,7099,6970,6845,6830,6709,6632
19153,461069,467517,474593,480962,486222,491031
19155,93332,93657,93649,93563,93445,93405
19157,18624,18379,18297,18359,18461,18458
19159,4961,4978,4994,5029,4921,4866
19161,10046,9961,9804,9797,9675,9675
19163,171457,172072,172361,172691,173019,173400
19165,11886,11799,11662,11584,11564,11479
19167,34648,34764,34955,34784,34767,34950
19169,95894,96744,97012,97335,96749,97441
19171,17309,17214,17212,17040,16853,16904
19173,6172,6243,6219,6113,6190,6188
19175,12625,12431,12366,12472,12297,12224
19177,7390,7297,7243,7155,7008,7044
19179,35421,35450,35270,35043,35060,35151
19181,47848,48486,49383,50087,51053,51548
19183,22040,22160,22147,22236,22095,22030
19185,6375,6359,6438,6488,6376,6413
19187,37085,37089,36813,36650,36361,35982
19189,10567,10612,10599,10582,10555,10357
19191,20708,20756,20432,20140,20026,19992
19193,102333,102532,102654,102098,102415,103132
19195,7558,7503,7470,7456,7416,7407
19197,12905,12843,12825,12758,12669,12551
20000,2901861,2910717,2912977,2910892,2912748,2912635
20001,12889,12680,12667,12545,12500,12404
20003,7888,7826,7828,7850,7858,7899
20005,16534,16429,16376,16319,16202,16138
20007,4881,4824,4672,4569,4462,4458
20009,27339,27164,26904,26427,26120,25938
20011,14798,14734,14619,14604,14538,14499
20013,9789,9710,9639,9619,9592,9541
20015,65900,66293,66723,66916,66887,66932
20017,2652,2654,2631,2652,2565,2585
20019,3460,3389,3361,3320,3287,3203
20021,20785,20552,20280,20151,20024,19948
20023,2687,2676,2665,2682,2625,2624
20025,2115,2082,2068,1996,1995,2006
20027,8298,8291,8106,8003,8008,8009
20029,9332,9192,9088,8922,8725,8779
20031,8398,8294,8346,8231,8212,8142
20033,1950,1828,1844,1763,1740,1704
20035,35918,35774,35662,35311,35067,34784
20037,39291,39166,39082,38942,38884,38734
20039,2900,2927,2829,2866,2842,2816
20041,19311,19214,18971,18829,18621,18381
20043,7839,7789,7713,7655,7632,7584
20045,116540,118265,119876,120516,121327,122269
20047,3026,2955,2896,2871,2806,2783
20049,2695,2572,2514,2511,2470,2507
20051,28983,29030,28946,28755,28709,28652
20053,6353,6311,6300,6295,6156,6093
20055,37105,37127,36827,36685,36473,36351
20057,34923,34617,34446,34082,33623,33346
20059,25551,25495,25546,25667,25681,25618
20061,36530,36783,35401,33935,32998,31992
20063,2749,2700,2621,2623,2612,2665
20065,2557,2591,2558,2485,2448,2441
20067,7784,7719,7660,7476,7271,7136
20069,6060,6083,6043,6020,6085,5996
20071,1302,1302,1280,1227,1229,1211
20073,6290,6235,6104,6068,6008,6001
20075,2654,2563,2628,2609,2584,2515
20077,5831,5785,5670,5581,5500,5442
20079,34621,34832,34777,34436,34225,34442
20081,4100,4087,4026,4019,3993,3987
20083,1882,1868,1841,1858,1799,1763
20085,13441,13286,13274,13347,13288,13164
20087,18798,18789,18838,18935,18901,19165
20089,3044,2964,2890,2858,2832,2858
20091,573322,580158,586601,592055,599045,602948
20093,3940,3936,3896,3939,3926,3807
20095,7687,7639,7407,7278,7148,7056
20097,2530,2568,2509,2488,2490,2470
20099,20779,20640,20323,20146,19929,19704
20101,1666,1630,1596,1549,1535,1527
20103,78678,79269,80422,81259,81659,81911
20105,3182,3141,3075,3044,2994,2964
20107,9532,9574,9604,9694,9771,9714
20109,2767,2785,2821,2812,2804,2776
20111,33148,33142,33367,33246,33302,33224
20113,28908,28667,28466,28722,28565,28584
20115,12188,12054,12008,11950,11885,11831
20117,9947,9848,9805,9697,9718,9691
20119,4355,4298,4230,4226,4091,4023
20121,32889,32782,32960,33450,33714,34244
20123,6248,6295,6193,6132,6096,5967
20125,34109,33458,32850,32382,32040,31796
20127,5665,5630,5553,5471,5551,5623
20129,3039,2950,2802,2743,2662,2536
20131,10092,10099,10102,10063,10085,10170
20133,16332,16291,16131,16098,15984,15899
20135,3090,3022,2966,2864,2811,2782
20137,5536,5538,5504,5432,5443,5372
20139,15973,15867,15836,15842,15921,15906
20141,3752,3641,3598,3539,3456,3438
20143,6027,5932,5898,5813,5744,5713
20145,6823,6772,6716,6673,6554,6384
20147,5494,5419,5402,5379,5274,5248
20149,22755,23145,23646,23938,24243,24468
20151,9769,9695,9558,9493,9326,9114
20153,2543,2504,2494,2471,2483,2493
20155,63716,63612,63230,62756,62363,61963
20157,4741,4688,4660,4655,4623,4563
20159,9972,9926,9773,9559,9453,9512
20161,76570,77293,75374,74129,74826,72762
20163,5203,5179,5118,5055,4989,4937
20165,3160,3097,3052,3049,3037,2994
20167,7008,7045,6997,6928,6885,6868
20169,55540,55463,54975,54529,54351,54140
20171,4968,4950,4976,4931,4918,4850
20173,509084,511230,513324,513392,513877,516579
20175,23308,23283,22907,22239,21904,21421
20177,178651,178789,178413,178096,177224,176735
20179,2501,2474,2489,2526,2521,2517
20181,6069,5965,5960,5935,5915,5932
20183,3730,3691,3657,3616,3582,3571
20185,4282,4217,4194,4187,4119,4081
20187,2143,2072,2111,2056,2026,1987
20189,5838,5791,5655,5542,5496,5405
20191,23381,23414,23165,23103,22982,22810
20193,7849,7908,7838,7824,7673,7704
20195,2893,2904,2848,2842,2782,2779
20197,6936,6886,6876,6827,6882,6892
20199,1501,1505,1499,1513,1484,1518
20201,5610,5568,5561,5475,5457,5449
20203,2187,2166,2133,2121,2112,2118
20205,8971,8847,8709,8707,8668,8555
20207,3186,3142,3184,3127,3165,3096
20209,162325,163776,164924,165254,165781,166009
21000,4416992,4429126,4440306,4455590,4464273,4472345
21001,19268,19172,19293,19311,19201,19472
21003,20482,20655,20706,20891,21104,21320
21005,21881,21933,22198,22553,22615,22700
21007,8178,8208,8043,8002,7940,7817
21009,43041,43559,43789,43787,44071,44185
21011,12135,12209,12255,12393,12444,12532
21013,27830,27376,27222,26865,26534,26026
21015,126752,128270,129649,131151,131971,133670
21017,20049,20159,20123,20088,20102,19774
21019,48828,48518,48175,47867,47406,46839
21021,29820,29800,29984,29992,30109,30000
21023,8362,8292,8366,8284,8273,8330
21025,13361,13358,13164,12922,12762,12612
21027,19893,19987,19988,20131,20286,20471
21029,78039,78698,79273,80309,81040,81803
21031,12745,12742,12691,12792,12731,12861
21033,12844,12744,12635,12660,12684,12731
21035,38482,38695,38760,38841,38982,39073
21037,92403,92612,92821,93366,93990,93841
21039,4959,4849,4782,4785,4711,4721
21041,10747,10693,10635,10720,10711,10658
21043,27517,27443,27313,27216,27042,26766
21045,15790,15756,15785,15836,15950,16204
21047,73432,73243,71966,71293,71036,71577
21049,35643,35685,35869,35941,36209,36280
21051,21093,20986,20627,20264,20116,19912
21053,10218,10197,10209,10214,10142,10200
21055,9180,9174,9133,9011,8900,8807
21057,6717,6731,6739,6706,6704,6626
21059,98488,99548,100080,100508,100885,101555
21061,12022,12009,12097,12248,12247,12149
21063,7531,7546,7487,7490,7469,7485
21065,14451,14381,14332,14186,14164,14143
21067,311992,316079,318190,321554,322597,323922
21069,14476,14576,14489,14439,14490,14574
21071,38012,37545,37002,36301,35861,35515
21073,49738,50090,50344,50564,50807,50887
21075,6259,6259,6181,6151,6049,5989
21077,8632,8610,8725,8716,8739,8842
21079,16975,17212,17388,17452,17528,17684
21081,24832,24746,24915,24998,25114,25120
21083,37584,37249,37217,37160,37260,37170
21085,26071,26143,26105,26281,26265,26435
21087,11043,10976,10991,11060,11007,10949
21089,36326,36030,35852,35542,35371,35164
21091,8687,8648,8743,8786,8751,8716
21093,108612,106415,107106,108314,110435,110970
21095,28018,27509,26986,26687,26338,25960
21097,18632,18642,18590,18737,18730,18838
21099,18508,18415,18531,18737,18868,19014
21101,46396,46376,46254,45915,45566,45276
21103,15550,15563,15837,15979,16049,16063
21105,4690,4622,4622,4531,4424,4365
21107,46168,46068,45616,45303,44978,44660
21109,13304,13321,13351,13418,13415,13316
21111,762038,765322,767770,770383,768706,767785
21113,50877,51822,52259,53274,53777,54012
21115,23266,23144,22895,22618,22432,22188
21117,163741,164627,165144,165835,166501,167333
21119,15943,15681,15498,15243,15090,14861
21121,31542,31467,31481,31461,31326,31151
21123,14120,14123,14019,14204,14300,14393
21125,59913,59937,60080,60343,60652,60842
21127,15873,15861,15843,15757,15589,15395
21129,7069,7023,6885,6860,7038,7390
21131,10841,10655,10431,10323,10135,9880
21133,23352,23043,22765,22297,21847,21560
21135,13832,13666,13514,13369,13269,13309
21137,24438,24351,24367,24500,24614,24519
21139,9330,9290,9199,9249,9222,9148
21141,26828,26761,26697,27017,27003,27111
21143,8413,8478,8248,8293,8198,8256
21145,65356,64990,65348,65420,65391,65622
21147,17933,17902,17588,17421,17327,17260
21149,9397,9385,9333,9202,9237,9162
21151,87125,88274,89653,91259,92172,93099
21153,12986,12791,12673,12525,12331,12184
21155,19084,19219,19136,19284,19314,19237
21157,30997,31068,31277,31324,31247,31113
21159,12505,12299,11961,11504,11349,11258
21161,17139,17052,17202,17221,17105,17049
21163,29100,27743,27967,28054,28648,28610
21165,6303,6371,6450,6465,6415,6483
21167,21365,21383,21408,21557,21674,21921
21169,9988,9917,10010,10085,10074,10084
21171,10672,10616,10536,10594,10746,10654
21173,27381,27594,27692,27954,28179,28197
21175,13356,13279,13286,13263,13363,13297
21177,31312,31258,31151,30944,30841,30681
21179,44861,45119,45517,45606,45781,46221
21181,7063,7072,7091,7172,7198,7248
21183,23964,24040,24202,24137,24125,24043
21185,63991,64586,65487,66606,66632,66818
21187,10659,10737,10674,10794,10867,10884
21189,4506,4449,4480,4404,4454,4413
21191,14484,14494,14604,14609,14572,14566
21193,27561,27381,27222,26605,26246,25801
21195,62970,61831,60475,58958,58567,57919
21197,12347,12224,12256,12284,12356,12303
21199,63894,63898,64061,64377,64735,65243
21201,2189,2139,2137,2127,2147,2149
21203,16832,16938,16879,16780,16830,16736
21205,24267,24658,24436,24546,24488,24519
21207,17795,17694,17769,17721,17799,17944
21209,51236,52177,53454,54820,55983,57079
21211,45135,45838,46579,47216,48073,49022
21213,17764,17913,17995,18048,18386,18530
21215,17782,18043,18298,18583,18959,19302
21217,25330,25562,25420,25517,25483,25735
21219,12432,12449,12364,12203,12339,12318
21221,14133,14222,14309,14426,14666,14666
21223,8726,8739,8593,8535,8500,8529
21225,15093,14976,14795,14656,14519,14497
21227,121480,124224,126752,129232,130926,132759
21229,11895,12000,12095,11871,12011,12098
21231,20615,20606,20726,20621,20401,20278
21233,13184,13153,13180,13012,13047,12945
21235,35864,36143,36116,36135,36196,36362
21237,7255,7247,7203,7264,7215,7151
21239,25584,25860,26147,26375,26487,26654
22000,4645938,4666998,4681346,4673673,4664450,4658285
22001,62681,62696,62830,62581,62315,62207
22003,25710,25630,25696,25595,25535,25594
22005,117318,119417,121646,123237,124961,126798
22007,23052,22902,22773,22586,22280,21921
22009,41101,40992,40970,40840,40410,40138
22011,36264,36557,37028,36885,37491,37649
22013,13789,13828,13796,13640,13303,13234
22015,124922,125634,125946,127011,127153,127377
22017,252740,251499,249024,246177,243105,240431
22019,196641,198542,200780,202653,203507,204038
22021,9953,10048,10069,9962,9979,9946
22023,6724,6821,6888,6935,7008,6981
22025,10133,10034,9863,9812,9571,9459
22027,16406,16271,16168,15964,15912,15718
22029,20484,20233,19971,19850,19618,19314
22031,27069,27112,27194,27281,27412,27440
22033,445334,445776,447020,444848,442720,441471
22035,7444,7279,7230,7117,6971,6829
22037,19672,19534,19500,19383,19272,19103
22039,33759,33728,33671,33655,33457,33396
22041,20441,20397,20393,20265,20170,19996
22043,22377,22327,22324,22330,22430,22352
22045,73518,73548,72753,71805,70627,69638
22047,33142,33149,32865,32927,32719,32549
22049,16013,15971,15903,15927,15944,15761
22051,434235,435358,436865,436571,434637,434096
22053,31462,31449,31399,31502,31574,31444
22055,235999,239654,241611,242039,243493,244798
22057,97849,98279,98493,98078,97910,97618
22059,14873,14975,15028,14893,14900,14910
22061,47227,47469,47520,47494,47174,46851
22063,135241,137202,139822,137907,139594,141561
22065,11826,11560,11497,11349,11212,10994
22067,26654,26307,25911,25664,25304,24839
22069,39131,39018,39016,39051,38623,38179
22071,384228,390094,392265,391819,391506,391172
22073,156383,156916,156948,155913,154694,153401
22075,23323,23462,23360,23376,23411,23264
22077,22309,22197,22126,22170,21856,21735
22079,132229,131821,131838,131272,130404,129800
22081,8758,8710,8618,8523,8496,8380
22083,20763,20552,20458,20421,20215,20147
22085,24118,24213,24054,23913,23909,23895
22087,44451,45436,45789,46120,46724,47192
22089,52690,52587,52809,52629,52774,53083
22091,10527,10465,10402,10333,10174,10145
22093,21518,21483,21428,21377,21131,21045
22095,43712,43527,43441,43356,43140,42824
22097,83720,83693,83885,83582,82827,82196
22099,53309,53891,53829,54125,53629,53497
22101,53302,52908,52064,50673,49739,49294
22103,245390,249116,252676,256212,258598,261303
22105,127058,128774,130759,132445,133951,134845
22107,4852,4773,4652,4572,4454,4319
22109,113553,113894,113071,111880,111265,110615
22111,22560,22490,22514,22391,22209,22068
22113,59539,59928,60120,59937,59928,59573
22115,52900,51535,51666,49941,48679,48394
22117,46320,46365,46414,46678,46601,46158
22119,40292,40067,39750,39268,38780,38323
22121,25229,25596,25942,26238,26451,26550
22123,11526,11287,11144,10967,11008,10906
22125,15372,15376,15322,15373,15474,15570
22127,14823,14646,14539,14355,14132,13961
23000,1331217,1329098,1332348,1335743,1340123,1345770
23001,107411,107189,107389,107507,107987,108361
23003,69565,68869,68319,67638,67302,67092
23005,288274,289704,291522,292549,294363,296052
23007,30206,30024,29995,29808,29831,30046
23009,54512,54280,54540,54584,54849,55098
23011,121277,121063,121538,121970,122086,122241
23013,39897,39797,39769,39774,39760,39792
23015,34052,33789,33992,34228,34396,34685
23017,57348,57195,57353,57549,57777,57895
23019,153288,152029,151419,151785,151798,151823
23021,17042,16940,16919,16809,16714,16880
23023,35090,35137,35206,35471,35821,36057
23025,51254,50749,50562,50373,50568,50729
23027,39056,39143,39468,39791,39678,39755
23029,31971,31783,31608,31370,31152,31286
23031,200974,201407,202749,204537,206041,207978
24000,5960064,5988528,6007014,6028186,6042153,6054954
24001,73051,72501,72084,71363,70977,70527
24003,559421,563133,567434,571359,575641,579895
24005,825201,827796,828941,828956,828547,828503
24009,90595,90542,91116,91492,92131,92660
24011,32542,32601,32834,33122,33341,33509
24013,167383,167201,167189,167687,168421,168774
24015,102252,102453,102609,102509,102816,103092
24017,154448,155775,157474,159718,161879,163733
24019,32502,32431,32268,32093,31894,31864
24021,243487,245145,247269,251037,255698,260609
24023,29669,29451,29395,29276,29202,29049
24025,249415,249690,250448,251948,253884,255594
24027,306989,311417,315581,319409,322895,325951
24029,19801,19745,19708,19486,19467,19426
24031,1025063,1033370,1039327,1047239,1048794,1051129
24033,900372,906754,909262,910946,911372,911562
24035,48803,49012,49135,49648,50279,50585
24037,109998,111092,111886,112627,112948,113764
24039,25581,25705,25873,25922,25637,25609
24041,37533,37431,37170,37057,37052,37186
24043,149128,149160,149715,150247,150699,151066
24045,101416,101820,102246,102471,103398,104005
24047,51581,51472,51508,51721,51940,52261
24510,623833,622831,616542,610853,603241,594601
25000,6764864,6797484,6827280,6863560,6885720,6894883
25001,214398,214015,213805,213856,213779,212923
25003,128928,127950,127182,126518,126146,125217
25005,555212,557104,558413,561449,564780,565096
25007,17312,17290,17349,17422,17459,17461
25009,771803,777228,780222,785156,788823,789725
25011,71344,70911,70706,70674,70722,70276
25013,469561,469251,467874,467552,468075,465749
25015,161060,160885,161613,161070,161126,161596
25017,1575520,1586107,1595581,1604762,1608509,1611263
25019,10833,10933,11081,11156,11118,11330
25021,692439,694774,697452,701046,703628,707164
25023,506634,509413,512535,515984,518888,521841
25025,774113,783177,793020,801269,804023,805915
25027,815707,818446,820447,825646,828644,829327
26000,9932033,9934483,9954117,9976752,9987286,9984795
26001,10447,10327,10355,10305,10364,10453
26003,9370,9265,9138,9152,9105,9078
26005,113361,114122,115018,116393,117137,118045
26007,28888,28728,28670,28434,28422,28391
26009,23147,23036,23090,23267,23339,23359
26011,15317,15304,15126,15009,15033,14944
26013,8649,8583,8532,8433,8313,8245
26015,59305,59434,59801,60689,61195,61481
26017,106073,105271,104421,104085,103674,102964
26019,17466,17386,17523,17625,17748,17767
26021,156074,155136,154451,154264,153892,153352
26023,43733,43635,43451,43345,43474,43444
26025,134845,134377,134343,134127,133858,133806
26027,51585,51370,51326,51534,51773,51847
26029,26222,26219,26214,26218,26247,26202
26031,25635,25399,25452,25448,25574,25331
26033,38275,37998,37724,37699,37423,37287
26035,30727,30611,30382,30553,30684,30884
26037,76973,77037,77639,78550,79229,79615
26039,13740,13854,13754,13894,13881,14012
26041,36592,36431,36217,35911,35887,35744
26043,25910,25675,25531,25453,25431,25336
26045,108668,108701,109220,109479,109684,110119
26047,32980,32931,32910,33102,33168,33337
26049,412950,410574,409054,407673,406626,405702
26051,25498,25227,25146,25236,25326,25430
26053,15756,15537,15331,15337,15095,13971
26055,90908,91610,92076,91914,92587,93032
26057,41468,41333,40937,40978,40582,40681
26059,45937,45894,45789,45831,45709,45548
26061,36487,36248,36354,36270,35993,35709
26063,32034,31761,31471,31304,31193,30904
26065,285760,287255,289633,291678,291267,291426
26067,64246,64073,64215,64293,64290,64654
26069,25445,25360,25307,25180,25195,25244
26071,11352,11327,11168,11112,11094,11053
26073,70116,70798,71247,71035,70392,69635
26075,159464,159325,158345,158653,158594,158357
26077,259063,259816,261584,263387,265120,265531
26079,17374,17254,17283,17582,17774,17984
26081,631464,637333,644219,649722,653636,656800
26083,2175,2124,2143,2087,2076,2085
26085,11399,11691,11861,11977,11850,11752
26087,88202,88376,88227,88218,87987,87808
26089,21596,21633,21508,21638,21662,21692
26091,98774,98432,98595,98511,98118,98519
26093,185567,187221,188585,189923,191259,192058
26095,6414,6431,6332,6372,6336,6266
26097,10990,10814,10713,10758,10790,10807
26099,862914,865031,868329,870867,872089,872389
26101,24415,24462,24452,24406,24479,24619
26103,67798,67357,66563,66524,66406,66689
26105,28748,28754,28846,29025,29121,29154
26107,43206,43013,43174,43271,43471,43583
26109,23535,23494,23217,23003,22908,22772
26111,83534,83706,83485,83442,83447,83412
26113,14978,14884,15028,15020,15094,15079
26115,149919,149439,149278,149523,150218,150412
26117,62814,62778,62988,63553,63854,63708
26119,9324,9292,9210,9237,9260,9304
26121,172304,172506,173342,173804,173719,173645
26123,47798,47900,47812,48332,48914,49027
26125,1243076,1244895,1251563,1256478,1257472,1257726
26127,26346,26316,26327,26438,26577,26562
26129,20955,20876,20857,20887,20876,20933
